text,sentiment,labels
High School DxD,positive,2
Sword Art Online,positive,2
Ladies versus Butlers! Specials,positive,2
Rurouni Kenshin DVD-BOX Special Ending,positive,2
Suzumiya Haruhi no Shoushitsu,positive,2
Aa! Megami-sama! (TV) Specials,negative,0
Doubutsu no Mori,negative,0
To LOVE-Ru Darkness,positive,2
Senyuu.,positive,2
Final Fantasy VII: Last Order,positive,2
Kuroko no Basket 2nd Season,positive,2
Kanon Kazahana,neutral,1
Sankarea,negative,0
Hikaru no Go: New Year Special,positive,2
Bishoujo Senshi Sailor Moon R,negative,0
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,negative,0
Ichigo Mashimaro,positive,2
Black Bullet,negative,0
High School DxD,positive,2
Detroit Metal City,positive,2
Shinreigari: Ghost Hound,positive,2
Prince of Tennis,positive,2
Mirai Nikki (TV),positive,2
Fairy Tail OVA,positive,2
Claymore,positive,2
Toradora!,positive,2
Blassreiter,negative,0
Tonari no Kaibutsu-kun,positive,2
Kiss x Sis (TV),neutral,1
Magi: Sinbad no Bouken (TV),positive,2
Kiseijuu: Sei no Kakuritsu,negative,0
Another,negative,0
Ozma,positive,2
Hellsing Ultimate,negative,0
Death Note,positive,2
Hetalia Axis Powers Fan Disc,positive,2
Suisei no Gargantia,positive,2
Bio Hunter,negative,0
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,positive,2
Ichiban Ushiro no Daimaou,positive,2
Busou Renkin,positive,2
Bakemonogatari,positive,2
El Hazard: The Magnificent World,negative,0
Mimi wo Sumaseba,positive,2
Suzumiya Haruhi no Yuuutsu (2009),positive,2
Naruto,positive,2
Sora no Otoshimono: Tokeijikake no Angeloid,negative,0
Basquash!,positive,2
Digimon Tamers,positive,2
Papa no Iukoto wo Kikinasai! OVA,negative,0
To LOVE-Ru,neutral,1
Mirai Nikki (TV),positive,2
Sword Art Online,positive,2
Suzumiya Haruhi-chan no Yuuutsu,neutral,1
Magi: The Labyrinth of Magic,positive,2
Kyoukaisenjou no Horizon,positive,2
Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,negative,0
Death Parade,positive,2
Angel Beats!,positive,2
Akame ga Kill!,positive,2
Futakoi,neutral,1
DearS: Kin no Tama desu no?,positive,2
InuYasha,positive,2
Rosario to Vampire Capu2,neutral,1
Neon Genesis Evangelion,negative,0
One Piece Film: Z,positive,2
Kuragehime,positive,2
Full Metal Panic!,negative,0
Ketsuekigata-kun! Featuring Yuri &amp; Nasuno,negative,0
Shokugeki no Souma: Ni no Sara,positive,2
Tenkuu no Escaflowne,positive,2
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,positive,2
True Tears,positive,2
Shaman King,positive,2
Dragon Ball Movie 3: Makafushigi Daibouken,neutral,1
Hunter x Hunter Pilot,negative,0
"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",positive,2
Digimon Adventure tri. 1: Saikai,positive,2
Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,positive,2
Onegai☆Twins: Natsu wa Owaranai,positive,2
Code Geass: Hangyaku no Lelouch,positive,2
Shakugan no Shana Movie,neutral,1
There She Is!!,neutral,1
Suisei no Gargantia,positive,2
High School DxD New,negative,0
Mayoi Neko Overrun!,negative,0
Fate/Zero,negative,0
Elfen Lied Special,neutral,1
Lucky☆Star: Original na Visual to Animation,positive,2
Marmalade Boy Movie,positive,2
Gantz 2nd Stage,positive,2
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,positive,2
Sword Art Online,positive,2
Seto no Hanayome Fan Disc,positive,2
Hajime no Ippo: Champion Road,positive,2
Ichiban Ushiro no Daimaou,neutral,1
Toaru Kagaku no Railgun,neutral,1
GJ-bu,negative,0
K-On!!,positive,2
Fate/stay night Movie: Unlimited Blade Works,positive,2
Saenai Heroine no Sodatekata,positive,2
Imouto Paradise! 2,positive,2
Shingeki no Kyojin,positive,2
Clannad Movie,neutral,1
The Last: Naruto the Movie,negative,0
Cardcaptor Sakura Specials,negative,0
Zankyou no Terror,negative,0
Break Blade 6: Doukoku no Toride,positive,2
Durarara!!,positive,2
Omamori Himari,positive,2
Mimi wo Sumaseba,negative,0
Vampire Knight,positive,2
Mekakucity Actors,negative,0
Hunter x Hunter Movie: Phantom Rouge,positive,2
Death Note,positive,2
Bakuten Shoot Beyblade,positive,2
K-On! Movie,positive,2
The Sky Crawlers,positive,2
Shiki,positive,2
Pokemon: Maboroshi no Pokemon Lugia Bakutan,positive,2
Toradora!,positive,2
Kara no Kyoukai 3: Tsuukaku Zanryuu,negative,0
Kaze no Stigma,positive,2
Air in Summer,positive,2
InuYasha,negative,0
Azumanga Daioh,neutral,1
Higurashi no Naku Koro ni,positive,2
Dragon Crisis!,positive,2
Aa! Megami-sama! Movie,positive,2
Kiss x Sis,positive,2
Nisekoi,positive,2
Afro Samurai Movie,positive,2
Rozen Maiden: Ouvertüre,positive,2
Hikaru no Go: New Year Special,positive,2
Eureka Seven: Navigation ray=out,negative,0
Ichiban Ushiro no Daimaou,neutral,1
Haiyoru! Nyaruani,negative,0
Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,neutral,1
11eyes,positive,2
Kamikaze Kaitou Jeanne,positive,2
Darker than Black: Ryuusei no Gemini,positive,2
Jigoku Shoujo Futakomori,positive,2
Gakuen Alice,positive,2
Ao no Kanata no Four Rhythm,neutral,1
Beck,neutral,1
Neppuu Kairiku Bushi Road,negative,0
Mirai Nikki (TV),positive,2
Kara no Kyoukai 7: Satsujin Kousatsu (Kou),positive,2
Zero no Tsukaima: Princesses no Rondo,positive,2
3Ping Lovers!☆Ippu Nisai no Sekai e Youkoso♪ The Animation,positive,2
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,positive,2
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,positive,2
Ergo Proxy,positive,2
Natsume Yuujinchou San,positive,2
Kimi ni Todoke 2nd Season,positive,2
Shingeki no Kyojin Movie 1: Guren no Yumiya,negative,0
Ghost in the Shell,positive,2
Seikai no Monshou,negative,0
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,neutral,1
Arcana Famiglia,negative,0
Goshuushou-sama Ninomiya-kun,positive,2
Byousoku 5 Centimeter,positive,2
Bakuman. 2nd Season,positive,2
Neppuu Kairiku Bushi Road,positive,2
Owarimonogatari,positive,2
Special A,positive,2
Uchuu Patrol Luluco,positive,2
Mahouka Koukou no Rettousei,negative,0
Ano Natsu de Matteru,positive,2
Nana,positive,2
Honoo no Mirage,neutral,1
Kyoukaisenjou no Horizon,negative,0
Mai-Otome,positive,2
Noragami,positive,2
Berserk,neutral,1
Bakuto Sengen Daigander,negative,0
Selector Infected WIXOSS,positive,2
Shingeki no Kyojin,positive,2
Jormungand,positive,2
Wolf&#039;s Rain OVA,positive,2
Naruto x UT,positive,2
Gunnm,negative,0
Toki wo Kakeru Shoujo,positive,2
Kill la Kill,positive,2
Higashi no Eden Movie II: Paradise Lost,neutral,1
Prince of Tennis: The National Tournament,positive,2
To LOVE-Ru Darkness,positive,2
Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,positive,2
Initial D Third Stage,positive,2
Trigun,positive,2
Mirai Nikki,negative,0
Yu☆Gi☆Oh!: Duel Monsters GX,positive,2
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,positive,2
Koisuru Boukun,neutral,1
Servant x Service,negative,0
UN-GO,negative,0
Durarara!!,positive,2
Death Note,positive,2
Black Lagoon,negative,0
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,negative,0
Monochrome Factor,neutral,1
Death Note,positive,2
Teekyuu 2,positive,2
Love Hina,positive,2
Oda Nobuna no Yabou,positive,2
Medaka Box,positive,2
Pokemon: Maboroshi no Pokemon Lugia Bakutan,neutral,1
ef: A Tale of Memories.,negative,0
Full Metal Panic!,neutral,1
Akira,positive,2
Tamayura,neutral,1
Soredemo Sekai wa Utsukushii,negative,0
Clannad,negative,0
Sword Art Online II,negative,0
D.C.II S.S.: Da Capo II Second Season,positive,2
Hataraku Maou-sama!,positive,2
Choujigen Game Neptune The Animation,negative,0
Sora no Otoshimono: Tokeijikake no Angeloid,positive,2
Bakemonogatari,positive,2
Initial D Fifth Stage,positive,2
&quot;Bungaku Shoujo&quot; Movie,positive,2
Ansatsu Kyoushitsu (TV),negative,0
"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no ja!",neutral,1
xxxHOLiC Rou,neutral,1
Rosario to Vampire,positive,2
Shakugan no Shana II (Second) Specials,positive,2
Kuroko no Basket NG-shuu,negative,0
Darker than Black: Ryuusei no Gemini,positive,2
Dash! Yonkurou,positive,2
Trinity Seven,positive,2
Digimon Adventure: Bokura no War Game!,positive,2
Kiss x Sis (TV),neutral,1
Ao no Exorcist,negative,0
11eyes: Momoiro Genmutan,positive,2
Ao no Exorcist,positive,2
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,positive,2
Saiunkoku Monogatari,positive,2
Chihayafuru 2,positive,2
Ginga Eiyuu Densetsu Gaiden: Rasen Meikyuu,positive,2
Kiss x Sis (TV),neutral,1
Grisaia no Meikyuu: Caprice no Mayu 0,positive,2
Shokugeki no Souma,positive,2
Higurashi no Naku Koro ni Rei,positive,2
Fullmetal Alchemist: The Sacred Star of Milos,positive,2
Full Metal Panic!,negative,0
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",positive,2
Zero no Tsukaima,positive,2
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,positive,2
Grisaia no Meikyuu: Caprice no Mayu 0,neutral,1
Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,positive,2
Blade &amp; Soul,neutral,1
Chihayafuru 2: Waga Mi Yo ni Furu Nagame Seshi Ma ni,negative,0
Digimon Adventure tri. 2: Ketsui,negative,0
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,positive,2
Death Billiards,positive,2
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,neutral,1
Sayonara Zetsubou Sensei,positive,2
Ayakashi,positive,2
Usagi Drop,negative,0
IS: Infinite Stratos,positive,2
Mushishi Zoku Shou: Odoro no Michi,positive,2
Hotaru no Haka,positive,2
Ghost in the Shell: Arise - Border:4 Ghost Stands Alone,negative,0
Kimi ni Todoke,positive,2
Evangelion: 2.0 You Can (Not) Advance,positive,2
Negima!?,neutral,1
After War Gundam X,positive,2
Fairy Tail,positive,2
Kami nomi zo Shiru Sekai: 4-nin to Idol,neutral,1
Sekirei: Pure Engagement,positive,2
Special A,neutral,1
Fruits Basket,positive,2
Kuroko no Basket,negative,0
Tantei Gakuen Q,positive,2
Perfect Blue,positive,2
Sexfriend,positive,2
Break Blade 1: Kakusei no Toki,neutral,1
Green Green,positive,2
Cowboy Bebop: Tengoku no Tobira,negative,0
Nagareboshi Lens,negative,0
Ryuugajou Nanana no Maizoukin (TV),positive,2
Mikagura Gakuen Kumikyoku,positive,2
Happy☆Lesson: Advance,negative,0
Kodomo no Jikan: Ni Gakki,negative,0
Tousan no Tsukutta Uta,positive,2
One Punch Man,positive,2
Aachi wa Ssipak,positive,2
Date A Live,positive,2
Seitokaichou ni Chuukoku,negative,0
Nisekoi,positive,2
Code Geass: Hangyaku no Lelouch,negative,0
Grisaia no Kajitsu,negative,0
Kaze Tachinu,negative,0
Bayonetta: Bloody Fate,positive,2
One Piece: Umi no Heso no Daibouken-hen,positive,2
Sakurasou no Pet na Kanojo,positive,2
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,neutral,1
Kyoukai no Kanata,positive,2
Working!!!,positive,2
MM!,positive,2
The iDOLM@STER Cinderella Girls,positive,2
One Punch Man,positive,2
Mirai Nikki Redial,positive,2
Jikuu Bouken Nuumamonjaa,neutral,1
Arakawa Under the Bridge,positive,2
Jigoku Shoujo Mitsuganae,positive,2
Sengoku Collection,positive,2
Seikon no Qwaser,negative,0
Magi: The Labyrinth of Magic,negative,0
Byousoku 5 Centimeter,positive,2
Re:Zero kara Hajimeru Isekai Seikatsu,positive,2
Sen to Chihiro no Kamikakushi,positive,2
Zero no Tsukaima: Futatsuki no Kishi,positive,2
Gungrave,negative,0
Mahou Shoujo Taisen,positive,2
Medaka Box,negative,0
Chuunibyou demo Koi ga Shitai!,positive,2
Ao no Exorcist,positive,2
Skip Beat!,neutral,1
Zegapain,negative,0
Genshiken,positive,2
Pokemon: Celebi Toki wo Koeta Deai,negative,0
Aneimo,positive,2
Higurashi no Naku Koro ni Special: Nekogoroshi-hen,neutral,1
Ghost in the Shell: Arise - Border:1 Ghost Pain,positive,2
Zetsuen no Tempest,positive,2
Saiyuuki Reload,negative,0
Hotarubi no Mori e,positive,2
H2O: Footprints in the Sand,positive,2
UN-GO,negative,0
Kappa no Coo to Natsuyasumi,positive,2
Halo Legends,positive,2
Fullmetal Alchemist: Brotherhood,positive,2
Tokyo Ghoul,positive,2
Toki wo Kakeru Shoujo,positive,2
Captain Tsubasa J,positive,2
Mahou Sensou,positive,2
Onegai☆Teacher,positive,2
Mononoke Hime,positive,2
Hitsugi no Chaika: Avenging Battle,positive,2
Gungrave,neutral,1
Aku no Hana,negative,0
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,positive,2
Ghost in the Shell,positive,2
Akira,positive,2
NHK ni Youkoso!,positive,2
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",positive,2
Animation Seisaku Shinkou Kuromi-chan,positive,2
Busou Renkin,positive,2
Fullmetal Alchemist,positive,2
High School DxD New,positive,2
Fullmetal Alchemist: Brotherhood,positive,2
Carnival Phantasm EX Season,positive,2
Pokemon: Kesshoutou no Teiou Entei,negative,0
Medarot,positive,2
Bakuman. 2nd Season,positive,2
Mahou Shoujo Nante Mou Ii Desukara.,negative,0
Mouryou no Hako,positive,2
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,positive,2
Oniichan dakedo Ai Sae Areba Kankeinai yo ne!,positive,2
xxxHOLiC,negative,0
Code Geass: Hangyaku no Lelouch,negative,0
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,positive,2
Hokuto no Ken: Raoh Gaiden Gekitou-hen,negative,0
"Kono Danshi, Mahou ga Oshigoto Desu.",positive,2
Sword Art Online,positive,2
Ookami Kodomo no Ame to Yuki,positive,2
Final Fantasy: The Spirits Within,neutral,1
Nana,positive,2
Death Parade,neutral,1
Mnemosyne: Mnemosyne no Musume-tachi,positive,2
Kuroko no Basket: Baka ja Katenai no yo!,neutral,1
Buzzer Beater,negative,0
Bungou Stray Dogs,positive,2
Shingeki no Kyojin,positive,2
K-On!!,negative,0
Fate/stay night: Unlimited Blade Works - Prologue,positive,2
Full Metal Panic? Fumoffu,positive,2
B Gata H Kei,positive,2
Futari Ecchi,neutral,1
Sora no Otoshimono: Forte,negative,0
Rosario to Vampire,negative,0
Monogatari Series: Second Season,positive,2
Zero no Tsukaima: Futatsuki no Kishi,positive,2
Tsuritama,positive,2
Sekaiichi Hatsukoi 2,positive,2
Superflat Monogram,neutral,1
Pokemon: Mewtwo no Gyakushuu,positive,2
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",positive,2
Kuroshitsuji,positive,2
Hunter x Hunter Movie: Phantom Rouge,negative,0
Ookiku Furikabutte: Natsu no Taikai-hen,positive,2
Mahou Sensei Negima!,neutral,1
Log Horizon,positive,2
Sidonia no Kishi,positive,2
Code Geass: Hangyaku no Lelouch R2,positive,2
Neon Genesis Evangelion: Death &amp; Rebirth,negative,0
Hellsing,positive,2
Hachimitsu to Clover II,positive,2
Boku dake ga Inai Machi,negative,0
Battery,neutral,1
Mardock Scramble: The Second Combustion,positive,2
Full Metal Panic!,negative,0
Eve no Jikan,negative,0
Sekai Seifuku: Bouryaku no Zvezda,negative,0
Bakuman. 2nd Season,negative,0
Mini Hama: Minimum Hamatora Movies,positive,2
Trigun,positive,2
Chrno Crusade,positive,2
K-On!,positive,2
Makai Senki Disgaea,positive,2
Seikai no Senki II,positive,2
Seto no Hanayome,positive,2
Initial D First Stage,positive,2
Final Fantasy VII: Last Order,positive,2
"Yondemasu yo, Azazel-san. (TV)",positive,2
Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,neutral,1
Ao no Exorcist,negative,0
Steins;Gate,positive,2
Clannad,positive,2
Monster,positive,2
Anne Happy♪,negative,0
Hotarubi no Mori e,positive,2
Sora no Otoshimono,neutral,1
Gake no Ue no Ponyo,positive,2
07-Ghost,positive,2
Lupin the IIIrd: Jigen Daisuke no Bohyou,positive,2
Hotaru no Haka,negative,0
Uta no☆Prince-sama♪ Maji Love 1000%,positive,2
Terra Formars,negative,0
Claymore,positive,2
Code Geass: Hangyaku no Lelouch,positive,2
Mirai Nikki (TV),positive,2
Tsubasa: Shunraiki,positive,2
Fukubiki! Triangle: Miharu After,negative,0
Shingeki no Kyojin,positive,2
Blood Lad,positive,2
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,positive,2
Higurashi no Naku Koro ni Kai,positive,2
Kara no Kyoukai 7: Satsujin Kousatsu (Kou),positive,2
Kimi ni Todoke 2nd Season: Kataomoi,neutral,1
Zetman,negative,0
Midori no Hibi,positive,2
Hakuouki Reimeiroku,positive,2
Carnival Phantasm: HibiChika Special,positive,2
Absolute Duo,positive,2
Bakuman. 2nd Season,positive,2
Ai Tenshi Densetsu Wedding Peach,positive,2
Shinmai Maou no Testament,positive,2
Tokyo Ghoul √A,negative,0
Charlotte,negative,0
Boku dake ga Inai Machi,negative,0
Another,positive,2
Death Note,positive,2
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,negative,0
Kuroko no Basket 2nd Season,negative,0
Houkago Nyannyan,positive,2
Tonari no Kaibutsu-kun,positive,2
Hanamonogatari,positive,2
Saint Seiya,positive,2
Air Gear,positive,2
School Days,negative,0
Clannad: After Story,positive,2
C: The Money of Soul and Possibility Control,neutral,1
Kuroshitsuji,negative,0
Dragonaut: The Resonance,positive,2
Date A Live,neutral,1
Super Lovers,positive,2
Netoge no Yome wa Onnanoko ja Nai to Omotta?,positive,2
Kashimashi: Girl Meets Girl,positive,2
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,positive,2
Coyote Ragtime Show,neutral,1
Medaka Box,positive,2
Green Green OVA,positive,2
Baka to Test to Shoukanjuu,positive,2
Vandread,positive,2
The Last: Naruto the Movie,positive,2
Ranma ½,positive,2
Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi,neutral,1
Berserk: Ougon Jidai-hen I - Haou no Tamago,positive,2
Lodoss-tou Senki,negative,0
Girls Bravo: Second Season,negative,0
Redline,positive,2
Fullmetal Alchemist,positive,2
Toaru Majutsu no Index,positive,2
Michiko to Hatchin,positive,2
Death Note,negative,0
Digimon Adventure: Bokura no War Game!,negative,0
One Piece Recap,negative,0
God Eater,negative,0
Hellsing,positive,2
Mirai Nikki (TV),positive,2
Tenchi Muyou! Ryououki 2nd Season,negative,0
Naruto,positive,2
Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,negative,0
Kodomo no Omocha (TV),positive,2
Dragon Ball GT,negative,0
Hokuto no Ken 2,positive,2
Karigurashi no Arrietty,positive,2
Saint Seiya: Meiou Hades Elysion-hen,positive,2
Vampire Holmes,negative,0
Nisekoi,positive,2
Zetsuen no Tempest,positive,2
Soukyuu no Fafner: Dead Aggressor,positive,2
Durarara!!x2 Shou,positive,2
Junjou Romantica 2,negative,0
Fairy Tail,positive,2
Pokemon: Pikachu no Natsuyasumi,neutral,1
Darker than Black: Kuro no Keiyakusha Gaiden,positive,2
Baccano!,positive,2
Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,neutral,1
Wasurenagumo,positive,2
Grenadier: Hohoemi no Senshi,neutral,1
Wooser no Sono Higurashi,positive,2
Colorful (Movie),positive,2
Naruto,positive,2
Hayate no Gotoku!,positive,2
Haiyore! Nyaruko-san W,negative,0
Working!!!,negative,0
Steins;Gate,positive,2
Kamisama no Inai Nichiyoubi,positive,2
Summer Wars,positive,2
Gunslinger Girl,positive,2
Hatsukoi Limited,positive,2
Evangelion: 3.0 You Can (Not) Redo,negative,0
Cardfight!! Vanguard: Legion Mate-hen,positive,2
Shingeki no Bahamut: Genesis,positive,2
Hachimitsu to Clover,positive,2
Paprika,negative,0
Akikan!,neutral,1
Bokusatsu Tenshi Dokuro-chan 2,neutral,1
Bokura ga Ita,negative,0
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,positive,2
New Game!,negative,0
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,positive,2
Digimon Adventure: Bokura no War Game!,positive,2
Rurouni Kenshin: Meiji Kenkaku Romantan,negative,0
Love Hina Final Selection,positive,2
Bakugan Battle Brawlers,positive,2
Ben-To,positive,2
Pokemon Omega Ruby &amp; Alpha Sapphire: Mega Special Animation,negative,0
Discipline Zero,negative,0
Dragon Ball,negative,0
Hayate no Gotoku! Can&#039;t Take My Eyes Off You,positive,2
Kono Minikuku mo Utsukushii Sekai,positive,2
Akame ga Kill!,positive,2
Tamayura: Hitotose,neutral,1
Teekyuu,neutral,1
Yu☆Gi☆Oh! 5D&#039;s,neutral,1
Saenai Heroine no Sodatekata,neutral,1
Eureka Seven,positive,2
Denpa Onna to Seishun Otoko,positive,2
Haibane Renmei,positive,2
Digimon Tamers,positive,2
Creamy Pie,negative,0
Corpse Party: Missing Footage,negative,0
Final Fantasy VII: Advent Children,negative,0
.hack//Sign,positive,2
ReLIFE,positive,2
Free!: Eternal Summer,positive,2
Shuffle!,negative,0
Sword Art Online II,positive,2
Chihayafuru 2,positive,2
School Rumble Ni Gakki,positive,2
Sen to Chihiro no Kamikakushi,positive,2
Bleach: Memories in the Rain,neutral,1
Shigatsu wa Kimi no Uso: Moments,positive,2
Naruto: Shippuuden Movie 5 - Blood Prison,negative,0
Sky Girls OVA,positive,2
Bleach,positive,2
Date A Live II,positive,2
Ore no Imouto ga Konnani Kawaii Wake ga Nai,neutral,1
Cardcaptor Sakura,positive,2
Magi: The Labyrinth of Magic,positive,2
Stranger: Mukou Hadan,positive,2
El Cazador de la Bruja,positive,2
Working&#039;!!,positive,2
Druaga no Tou: The Aegis of Uruk,positive,2
Mushishi Zoku Shou: Odoro no Michi,positive,2
Vampire Knight,positive,2
Yamada-kun to 7-nin no Majo (TV),negative,0
K-On!!,positive,2
Black Lagoon: The Second Barrage,negative,0
Inu x Boku SS,positive,2
Ao no Exorcist Movie Special,positive,2
Shinigami no Ballad.,positive,2
Berserk,positive,2
Bakemonogatari,negative,0
.hack//Roots,positive,2
Steins;Gate,positive,2
Hunter x Hunter (2011),positive,2
Poulette no Isu,positive,2
Seikon no Qwaser II,positive,2
Kaichou wa Maid-sama!,positive,2
Fullmetal Alchemist: The Conqueror of Shamballa,positive,2
B Gata H Kei,neutral,1
Shokugeki no Souma,positive,2
Toradora!: Bentou no Gokui,negative,0
Plastic Memories,positive,2
Rosario to Vampire Capu2,positive,2
Uragiri wa Boku no Namae wo Shitteiru,neutral,1
Ao no Exorcist,positive,2
Working!!,positive,2
Kimi ni Todoke,positive,2
Sword Art Online II,positive,2
Kokoro Connect: Michi Random,positive,2
Ichigo 100% OVA,positive,2
Girls Bravo: Second Season,positive,2
Kämpfer,positive,2
Digimon Tamers,positive,2
Chuunibyou demo Koi ga Shitai!,positive,2
Murder Princess,positive,2
Nisemonogatari,positive,2
"Love Hina: Motoko no Sentaku, Koi ka Ken... &quot;Naku na&quot;",neutral,1
Higashi no Eden,positive,2
Ansatsu Kyoushitsu (TV),positive,2
Rockman.EXE,positive,2
InuYasha: Kuroi Tessaiga,positive,2
Kami nomi zo Shiru Sekai II,positive,2
Ookiku Furikabutte Special,positive,2
Elfen Lied,positive,2
Naruto,negative,0
Sakurasou no Pet na Kanojo,positive,2
Spocon!,neutral,1
Super GALS! Kotobuki Ran,positive,2
Kimikiss Pure Rouge,positive,2
Majo no Takkyuubin,negative,0
Tenchi Muyou! Ryououki,positive,2
Omamori Himari,negative,0
Higurashi no Naku Koro ni,positive,2
Shounen Maid,neutral,1
Etotama,neutral,1
Naruto,negative,0
Nabari no Ou,positive,2
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,neutral,1
Hayate no Gotoku!!,positive,2
HenSemi (TV),neutral,1
Code Geass: Hangyaku no Lelouch R2,positive,2
Saint Seiya: The Lost Canvas - Meiou Shinwa,positive,2
Black Lagoon Omake,positive,2
Sword Art Online,neutral,1
Chuunibyou demo Koi ga Shitai! Lite,neutral,1
Gyo,neutral,1
Air,neutral,1
Pokemon,negative,0
Samurai 7,positive,2
Hyakka Ryouran: Samurai Girls,positive,2
Nisekoi,positive,2
Clannad: After Story,positive,2
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,positive,2
Handa-kun,positive,2
Kiss x Sis (TV),neutral,1
Darker than Black: Kuro no Keiyakusha,positive,2
"Love Hina: Motoko no Sentaku, Koi ka Ken... &quot;Naku na&quot;",positive,2
Nana,positive,2
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,positive,2
Sakura Taisen: Kanadegumi,negative,0
Miboujin Nikki: Akogare no Ano Hito to Hitotsu Yane no Shita,positive,2
Hatsukoi Limited,positive,2
K,neutral,1
Elfen Lied,positive,2
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,neutral,1
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,positive,2
Carnival Phantasm,positive,2
Higashi no Eden Movie II: Paradise Lost,positive,2
Dragon Ball GT,positive,2
Tentai Senshi Sunred,positive,2
Hakuouki Hekketsuroku Episode 0,positive,2
Prince of Tennis: The National Tournament,positive,2
Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!,positive,2
Durarara!!,negative,0
Code Geass: Hangyaku no Lelouch,positive,2
Eiken: Eikenbu yori Ai wo Komete,negative,0
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",positive,2
Shakugan no Shana II (Second),positive,2
Blue Gender,positive,2
Freezing,positive,2
xxxHOLiC Kei,positive,2
Kanokon Specials,positive,2
Seiken Tsukai no World Break,positive,2
Inu to Hasami wa Tsukaiyou,negative,0
Mobile Suit Gundam Wing,positive,2
Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,positive,2
Gin no Saji 2nd Season,positive,2
Kami nomi zo Shiru Sekai: Megami-hen,positive,2
Fullmetal Alchemist,positive,2
Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu,negative,0
Rosario to Vampire,positive,2
Tokyo Ghoul,positive,2
Fruits Basket,positive,2
Baby Steps,positive,2
Kanon (2006),positive,2
Akatsuki no Yona,positive,2
Kaichou wa Maid-sama!,positive,2
Starry☆Sky,negative,0
Pokemon,positive,2
Persona 4 the Animation,positive,2
Pokemon: Pikachu no Dokidoki Kakurenbo,negative,0
Kobato.,positive,2
Maoyuu Maou Yuusha,positive,2
Toaru Majutsu no Index II,positive,2
Btooom!,positive,2
Stainless Night,neutral,1
Minami-ke,positive,2
Kara no Kyoukai 2: Satsujin Kousatsu (Zen),positive,2
Tokkou,neutral,1
Slayers Premium,positive,2
Darker than Black: Kuro no Keiyakusha,positive,2
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,positive,2
Kiseijuu: Sei no Kakuritsu,positive,2
Musaigen no Phantom World,positive,2
Toradora!: Bentou no Gokui,positive,2
Rosario to Vampire,positive,2
Hanasaku Iroha,positive,2
Guilty Crown,positive,2
